CLASS_NAME,DEPT,COURSE_NUM,COURSE_TOPIC,FULL_ID
Global Cultural Studies,GSGS,3030,,Global Cultural StudiesGSGS3030
"Global Studies Epistemology, Methodology & Methods",GSGS,3111,,"Global Studies Epistemology, Methodology & MethodsGSGS3111"
Independent Study,GSGS,4993,,Independent StudyGSGS4993
Fourth-year Seminar,GSMS,4991,,Fourth-year SeminarGSMS4991
Independent Study,GSMS,4993,,Independent StudyGSMS4993
New Course in Global Security and Justice,GSSJ,3559,,New Course in Global Security and JusticeGSSJ3559
Capstone Seminar,GSSJ,4991,,Capstone SeminarGSSJ4991
Sustainable Energy Systems,GSVS,2050,,Sustainable Energy SystemsGSVS2050
"Religion, Ethics, & Global Environments",GSVS,2210,,"Religion, Ethics, & Global EnvironmentsGSVS2210"
New Course in Global Environments and Sustainability,GSVS,2559,,New Course in Global Environments and SustainabilityGSVS2559
Sustainability Leadership from the Grounds Up,GSVS,3150,,Sustainability Leadership from the Grounds UpGSVS3150
New Course in Global Environments and Sustainability,GSVS,3559,Multidisciplinary Design Thinking,New Course in Global Environments and SustainabilityGSVS3559Multidisciplinary Design Thinking
Capstone Seminar in Global Studies Environments and Sustainability,GSVS,4991,,Capstone Seminar in Global Studies Environments and SustainabilityGSVS4991
Capstone Seminar in Human Biology II,HBIO,4820,,Capstone Seminar in Human Biology IIHBIO4820
Independent Research for Human Biology,HBIO,4960,,Independent Research for Human BiologyHBIO4960
Thesis Research for Human Biology,HBIO,4999,,Thesis Research for Human BiologyHBIO4999
Introduction to Modern Hebrew II,HEBR,1020,,Introduction to Modern Hebrew IIHEBR1020
Elementary Biblical Hebrew II,HEBR,1420,,Elementary Biblical Hebrew IIHEBR1420
Intermediate Modern Hebrew,HEBR,2020,,Intermediate Modern HebrewHEBR2020
Intermediate Biblical Hebrew II,HEBR,2420,,Intermediate Biblical Hebrew IIHEBR2420
Advanced Modern Hebrew II,HEBR,3020,,Advanced Modern Hebrew IIHEBR3020
Independent Study in Hebrew,HEBR,4993,,Independent Study in HebrewHEBR4993
Independent Study in Hebrew,HEBR,8993,,Independent Study in HebrewHEBR8993
Introductory Seminar in African History,HIAF,1501,Seeing Africa in the American Century,Introductory Seminar in African HistoryHIAF1501Seeing Africa in the American Century
Modern African History,HIAF,2002,,Modern African HistoryHIAF2002
African Environmental History,HIAF,3112,,African Environmental HistoryHIAF3112
Introductory Seminar in East Asian History,HIEA,1501,Shanghai in Modern China,Introductory Seminar in East Asian HistoryHIEA1501Shanghai in Modern China
Introductory Seminar in East Asian History,HIEA,1501,Industrial Pollution and Society in East Asia,Introductory Seminar in East Asian HistoryHIEA1501Industrial Pollution and Society in East Asia
Introductory Seminar in East Asian History,HIEA,1501,Japan's Fukushima Disaster,Introductory Seminar in East Asian HistoryHIEA1501Japan's Fukushima Disaster
Korean Civilization to 1900,HIEA,2091,,Korean Civilization to 1900HIEA2091
New Course in East Asian History,HIEA,2559,Post-WWII Japan through Film,New Course in East Asian HistoryHIEA2559Post-WWII Japan through Film
China to the Tenth Century,HIEA,3111,,China to the Tenth CenturyHIEA3111
Late Imperial China,HIEA,3112,,Late Imperial ChinaHIEA3112
Historical China and the World,HIEA,3162,,Historical China and the WorldHIEA3162
The Japanese Empire,HIEA,3172,,The Japanese EmpireHIEA3172
New Course in East Asian History,HIEA,3559,Democracy and the Body in Modern Japan,New Course in East Asian HistoryHIEA3559Democracy and the Body in Modern Japan
Seminar in East Asian History,HIEA,4501,Japanese Memory of the Second World War,Seminar in East Asian HistoryHIEA4501Japanese Memory of the Second World War
Colloquium in East Asia,HIEA,4511,China and the World in Cold War,Colloquium in East AsiaHIEA4511China and the World in Cold War
Independent Study in East Asia,HIEA,4993,,Independent Study in East AsiaHIEA4993
"Tutorial in ""China in Hot and Cold Wars in Modern Times"". . .",HIEA,9021,,"Tutorial in ""China in Hot and Cold Wars in Modern Times"". . .HIEA9021"
An Introduction to the Historiography of Modern Korea,HIEA,9024,,An Introduction to the Historiography of Modern KoreaHIEA9024
Introductory Seminar in Post-1700 European History,HIEU,1502,"Immigration, Race, and Islam in Paris","Introductory Seminar in Post-1700 European HistoryHIEU1502Immigration, Race, and Islam in Paris"
Roman Republic and Empire,HIEU,2041,,Roman Republic and EmpireHIEU2041
Modern Europe and the World,HIEU,2072,,Modern Europe and the WorldHIEU2072
Modern Jewish History,HIEU,2102,,Modern Jewish HistoryHIEU2102
Britain since 1688: From the Glorious Revolution to Brexit,HIEU,2112,,Britain since 1688: From the Glorious Revolution to BrexitHIEU2112
History of the Russian Empire 1700-1917,HIEU,2152,,History of the Russian Empire 1700-1917HIEU2152
New Course in European History,HIEU,2559,"Popular Culture and Society in Europe, 1848-1918","New Course in European HistoryHIEU2559Popular Culture and Society in Europe, 1848-1918"
"Supernatural Europe, 1500-1800",HIEU,2721,,"Supernatural Europe, 1500-1800HIEU2721"
Queer European History,HIEU,3002,,Queer European HistoryHIEU3002
Greek and Roman Warfare,HIEU,3021,,Greek and Roman WarfareHIEU3021
Anglo-Saxon England,HIEU,3141,,Anglo-Saxon EnglandHIEU3141
Nazi Germany,HIEU,3390,,Nazi GermanyHIEU3390
Neighbors and Enemies in Germany,HIEU,3462,,Neighbors and Enemies in GermanyHIEU3462
Seminar in Pre-1700 European History,HIEU,4501,Warfare & Society in Early Medieval Mediterranean,Seminar in Pre-1700 European HistoryHIEU4501Warfare & Society in Early Medieval Mediterranean
Colloquium in Pre-1700 European History,HIEU,4511,Greece in the 5th Century,Colloquium in Pre-1700 European HistoryHIEU4511Greece in the 5th Century
Greece in the Fifth Century,HIEU,5021,,Greece in the Fifth CenturyHIEU5021
Tutorial in Anglo-Saxon History,HIEU,9031,,Tutorial in Anglo-Saxon HistoryHIEU9031
Tutorial in Modern Jewish History,HIEU,9032,,Tutorial in Modern Jewish HistoryHIEU9032
Tutorial in the History of Tolerance and Intolerance,HIEU,9036,,Tutorial in the History of Tolerance and IntoleranceHIEU9036
"Modern Latin America, 1824 to Present",HILA,2002,,"Modern Latin America, 1824 to PresentHILA2002"
New Course in Latin American History,HILA,3559,Human Rights in Latin America,New Course in Latin American HistoryHILA3559Human Rights in Latin America
New Course in Latin American History,HILA,3559,,New Course in Latin American HistoryHILA3559
The Making of the Modern Middle East,HIME,2002,,The Making of the Modern Middle EastHIME2002
Colloquium in Middle East History,HIME,4511,Capitalism and the Middle East,Colloquium in Middle East HistoryHIME4511Capitalism and the Middle East
Independent Study in Middle Eastern History,HIME,4993,,Independent Study in Middle Eastern HistoryHIME4993
Tutorial in Ottoman History,HIME,9024,,Tutorial in Ottoman HistoryHIME9024
Elementary Hindi-Urdu,HIND,1020,,Elementary Hindi-UrduHIND1020
Intermediate Hindi,HIND,2020,,Intermediate HindiHIND2020
Advanced Hindi II,HIND,3020,,Advanced Hindi IIHIND3020
Twentieth-Century South Asia,HISA,3003,,Twentieth-Century South AsiaHISA3003
Seminar in South Asia,HISA,4501,Free Speech and Blasphemy,Seminar in South AsiaHISA4501Free Speech and Blasphemy
The Cold War,HIST,2214,,The Cold WarHIST2214
New Course in General History,HIST,3559,Conquest of India: Birth of Modern Imperialism,New Course in General HistoryHIST3559Conquest of India: Birth of Modern Imperialism
Major Seminar,HIST,4501,1944: The Ideological Origins of Our Times,Major SeminarHIST45011944: The Ideological Origins of Our Times
Major Colloquium,HIST,4511,"Race, Religion, and Rights in Global Perspective","Major ColloquiumHIST4511Race, Religion, and Rights in Global Perspective"
Distinguished Majors Program-Special Seminar,HIST,4991,,Distinguished Majors Program-Special SeminarHIST4991
Independent Study,HIST,4993,,Independent StudyHIST4993
Introduction to Scholarly Digital Editing,HIST,5000,,Introduction to Scholarly Digital EditingHIST5000
New Course in General History,HIST,5559,Transnational Radicalism: Haymarket to Pussy Riot,New Course in General HistoryHIST5559Transnational Radicalism: Haymarket to Pussy Riot
New Course in General History,HIST,5559,"Race, Religion, and Rights in Global Perspective","New Course in General HistoryHIST5559Race, Religion, and Rights in Global Perspective"
Master's Essay Writing,HIST,8001,,Master's Essay WritingHIST8001
Non-Topical Research,HIST,8999,,Non-Topical ResearchHIST8999
Tutorial in 20th Century International History,HIST,9026,,Tutorial in 20th Century International HistoryHIST9026
Readings in History,HIST,9960,,Readings in HistoryHIST9960
Supervised Reading,HIST,9961,,Supervised ReadingHIST9961
General Exam Preparation,HIST,9962,,General Exam PreparationHIST9962
Non-Topical Research,HIST,9999,,Non-Topical ResearchHIST9999
Introductory Seminar in U.S. History,HIUS,1501,Global American Capitalism,Introductory Seminar in U.S. HistoryHIUS1501Global American Capitalism
American History Since 1865,HIUS,2002,,American History Since 1865HIUS2002
United States Military History 1600-1900,HIUS,2051,,United States Military History 1600-1900HIUS2051
"The Age of Jefferson and Jackson, 1789-1845",HIUS,3051,,"The Age of Jefferson and Jackson, 1789-1845HIUS3051"
The Civil War and Reconstruction,HIUS,3072,,The Civil War and ReconstructionHIUS3072
"Viewing America, 1940 to 1980",HIUS,3161,,"Viewing America, 1940 to 1980HIUS3161"
"US Since 1945: People, Politics, Power",HIUS,3171,,"US Since 1945: People, Politics, PowerHIUS3171"
History of the American West,HIUS,3261,,History of the American WestHIUS3261
Virginia History to 1900,HIUS,3281,,Virginia History to 1900HIUS3281
American Business,HIUS,3411,,American BusinessHIUS3411
History of American Labor,HIUS,3471,,History of American LaborHIUS3471
New Course in United States History,HIUS,3559,"Race, Gender, & Empire: Cultures of US Imperialism","New Course in United States HistoryHIUS3559Race, Gender, & Empire: Cultures of US Imperialism"
New Course in United States History,HIUS,3559,Sexual Politics in the 20th Century United States,New Course in United States HistoryHIUS3559Sexual Politics in the 20th Century United States
Afro-American History since 1865,HIUS,3652,,Afro-American History since 1865HIUS3652
Seminar in United States History,HIUS,4501,Not in My Backyard,Seminar in United States HistoryHIUS4501Not in My Backyard
Seminar in United States History,HIUS,4501,Slavery and the Founders,Seminar in United States HistoryHIUS4501Slavery and the Founders
Seminar in United States History,HIUS,4501,American Democracy,Seminar in United States HistoryHIUS4501American Democracy
Independent Study in United States History,HIUS,4993,,Independent Study in United States HistoryHIUS4993
African-American History to 1877,HIUS,5000,,African-American History to 1877HIUS5000
New Course in United States History,HIUS,5559,Disco and Deindustrialization: The US in the 1970s,New Course in United States HistoryHIUS5559Disco and Deindustrialization: The US in the 1970s
Legal History of the Founding Era,HIUS,6301,,Legal History of the Founding EraHIUS6301
New Course in United States History,HIUS,6559,Legal History of the US Civil Rights Movement,New Course in United States HistoryHIUS6559Legal History of the US Civil Rights Movement
"Comparative Cultural Encounters in North America, 1492-1800",HIUS,7021,,"Comparative Cultural Encounters in North America, 1492-1800HIUS7021"
Civil War And The Constitution,HIUS,7072,,Civil War And The ConstitutionHIUS7072
New Course in United States History,HIUS,7559,Colloquium in US History to 1877,New Course in United States HistoryHIUS7559Colloquium in US History to 1877
Tutorial in Transnational US History,HIUS,9021,,Tutorial in Transnational US HistoryHIUS9021
Tutorial in U.S. Labor History,HIUS,9031,,Tutorial in U.S. Labor HistoryHIUS9031
Topics in Modern American History,HIUS,9034,,Topics in Modern American HistoryHIUS9034
Tutorial in American Economic History,HIUS,9035,,Tutorial in American Economic HistoryHIUS9035
Organizational Change and Development,HR,4030,,Organizational Change and DevelopmentHR4030
Legal and Ethical Issues in Human Resources,HR,4050,,Legal and Ethical Issues in Human ResourcesHR4050
Organizational Change and Development,HR,5050,,Organizational Change and DevelopmentHR5050
Transformational Leadership in Human Resources Management,HR,5060,,Transformational Leadership in Human Resources ManagementHR5060
College Science Scholar Seminar II,HSCI,1011,,College Science Scholar Seminar IIHSCI1011
Echols Thesis,IMP,4600,,Echols ThesisIMP4600
Interdisciplinary Thesis,IMP,4971,,Interdisciplinary ThesisIMP4971
Interdisciplinary Studies-Student Initiated Courses,INST,1550,The Cinema of Christopher Nolan,Interdisciplinary Studies-Student Initiated CoursesINST1550The Cinema of Christopher Nolan
Interdisciplinary Studies-Student Initiated Courses,INST,1550,Poetry and Healing: Understanding Illness,Interdisciplinary Studies-Student Initiated CoursesINST1550Poetry and Healing: Understanding Illness
Interdisciplinary Studies-Student Initiated Courses,INST,1550,National Marvels: Superhero Films after 9/11,Interdisciplinary Studies-Student Initiated CoursesINST1550National Marvels: Superhero Films after 9/11
History of Mr. Jefferson's University,INST,1605,,History of Mr. Jefferson's UniversityINST1605
Disability in Contemporary Society,INST,2020,,Disability in Contemporary SocietyINST2020
Interdisciplinary Studies Hereford College,INST,2550,Observatory Hill,Interdisciplinary Studies Hereford CollegeINST2550Observatory Hill
Interdisciplinary Studies Hereford College,INST,2550,Bill's Bugs,Interdisciplinary Studies Hereford CollegeINST2550Bill's Bugs
Interdisciplinary Studies Hereford College,INST,2550,Garden Party,Interdisciplinary Studies Hereford CollegeINST2550Garden Party
Interdisciplinary Studies Brown College,INST,2570,Course Design Practicum,Interdisciplinary Studies Brown CollegeINST2570Course Design Practicum
CavEd Pedagogy Seminar,INST,3150,,CavEd Pedagogy SeminarINST3150
The Best of UVA: A Collection of Unforgettable Lectures,INST,3600,,The Best of UVA: A Collection of Unforgettable LecturesINST3600
Lawn Seminar,INST,4200,,Lawn SeminarINST4200
Organizational Behavior,ISBU,3610,,Organizational BehaviorISBU3610
Looking Through the Philosophic Lens of Technology,ISBU,3888,,Looking Through the Philosophic Lens of TechnologyISBU3888
Sacred Paths: Introduction to World Religions,ISHU,3061,,Sacred Paths: Introduction to World ReligionsISHU3061
Writing About the Environment,ISHU,3193,,Writing About the EnvironmentISHU3193
Food for Thought: An Exploration of the Way We Eat,ISHU,3453,,Food for Thought: An Exploration of the Way We EatISHU3453
History of Western Architecture from Antiquity to the Present,ISHU,3456,,History of Western Architecture from Antiquity to the PresentISHU3456
The Nature of the Hero and How to Create One,ISHU,4180,,The Nature of the Hero and How to Create OneISHU4180
Special Topics in Conduct of Inquiry: Social Sciences,ISIN,4510,Historical Study of the Sociology of Empire,Special Topics in Conduct of Inquiry: Social SciencesISIN4510Historical Study of the Sociology of Empire
Special Topics in Conduct of Inquiry: Humanities,ISIN,4520,Medical Humanities,Special Topics in Conduct of Inquiry: HumanitiesISIN4520Medical Humanities
"Transformations: Reading, Thinking, and Communicating in the Liberal Arts",ISLS,3000,,"Transformations: Reading, Thinking, and Communicating in the Liberal ArtsISLS3000"
The Frost is Hard-Edged and Quick: Metaphor - Making a Final Unity,ISLS,3210,,The Frost is Hard-Edged and Quick: Metaphor - Making a Final UnityISLS3210
Renaissance Art,ISLS,3610,,Renaissance ArtISLS3610
An Examination of the Criminal Justice System,ISLS,3780,,An Examination of the Criminal Justice SystemISLS3780
Smart Cities Enabling Sustainability,ISSS,3401,,Smart Cities Enabling SustainabilityISSS3401
Food for Thought: An Exploration of the Way We Eat,ISSS,3453,,Food for Thought: An Exploration of the Way We EatISSS3453
Looking Through the Philosophic Lens of Technology,ISSS,3888,,Looking Through the Philosophic Lens of TechnologyISSS3888
The Experience of the Great War: Life and Literature,ISSS,4000,,The Experience of the Great War: Life and LiteratureISSS4000
American Society and War from Vietnam to the War in Iraq,ISSS,4050,,American Society and War from Vietnam to the War in IraqISSS4050
Topics in Cognitive Psychology,ISSS,4431,,Topics in Cognitive PsychologyISSS4431
Social Inequality,ISSS,4455,,Social InequalityISSS4455
Organizational Change and Development,ISSS,4670,,Organizational Change and DevelopmentISSS4670
Strategic Business Value of Information Technology,IT,3220,,Strategic Business Value of Information TechnologyIT3220
Enterprise Systems Architecture and Design,IT,3240,,Enterprise Systems Architecture and DesignIT3240
Web Application Development - Building Dynamic Websites,IT,4400,,Web Application Development - Building Dynamic WebsitesIT4400
Strategic Business Value of Information Technology,IT,5220,,Strategic Business Value of Information TechnologyIT5220
Elementary Italian II,ITAL,1020,,Elementary Italian IIITAL1020
Intermediate Italian II,ITAL,2020,,Intermediate Italian IIITAL2020
Intermediate Italian II for Professionals,ITAL,2030,,Intermediate Italian II for ProfessionalsITAL2030
Advanced Italian II,ITAL,3020,,Advanced Italian IIITAL3020
New Course in Italian,ITAL,3559,Neorealism Around the World: Italy & Global Film,New Course in ItalianITAL3559Neorealism Around the World: Italy & Global Film
New Course: Italian in Translation,ITTR,3559,"Michelangelo: The Artist, The Man, and His World","New Course: Italian in TranslationITTR3559Michelangelo: The Artist, The Man, and His World"
Dante's Purgatory in Translation,ITTR,5250,,Dante's Purgatory in TranslationITTR5250
First-Year Japanese,JAPN,1020,,First-Year JapaneseJAPN1020
Second-Year Japanese,JAPN,2020,,Second-Year JapaneseJAPN2020
Third-Year Japanese II,JAPN,3020,,Third-Year Japanese IIJAPN3020
Language House Conversation,JAPN,3025,,Language House ConversationJAPN3025
Introduction to Literary Japanese (Bungo),JAPN,4710,,Introduction to Literary Japanese (Bungo)JAPN4710
Japanese for Professionals,JAPN,4801,,Japanese for ProfessionalsJAPN4801
Survey of Modern Japanese Literature,JPTR,3020,,Survey of Modern Japanese LiteratureJPTR3020
The Tale of Genji,JPTR,3210,,The Tale of GenjiJPTR3210
Cinematic Images of Japanese Culture and Society,JPTR,3320,,Cinematic Images of Japanese Culture and SocietyJPTR3320
Japanese Capstone,JPTR,4991,,Japanese CapstoneJPTR4991
Survey of Modern Japanese Literature,JPTR,5020,,Survey of Modern Japanese LiteratureJPTR5020
The Tale of Genji,JPTR,5210,,The Tale of GenjiJPTR5210
Cinematic Images of Japanese Society and Culture,JPTR,5320,,Cinematic Images of Japanese Society and CultureJPTR5320
Supervised Research,JWST,4980,,Supervised ResearchJWST4980
Introduction to Maya K'iche' II,KICH,1020,,Introduction to Maya K'iche' IIKICH1020
Intermediate Maya K'iche' II,KICH,2020,,Intermediate Maya K'iche' IIKICH2020
Introduction to Mindfulness,KINE,1000,,Introduction to MindfulnessKINE1000
Aikido,KINE,1035,,AikidoKINE1035
Women's Self-Defense,KINE,1040,,Women's Self-DefenseKINE1040
Mindfulness and Nature,KINE,1055,,Mindfulness and NatureKINE1055
Squash,KINE,1115,,SquashKINE1115
Volleyball,KINE,1120,,VolleyballKINE1120
Soccer,KINE,1130,,SoccerKINE1130
Basketball,KINE,1150,,BasketballKINE1150
Women's Basketball,KINE,1155,,Women's BasketballKINE1155
Golf,KINE,1170,,GolfKINE1170
Badminton,KINE,1200,,BadmintonKINE1200
Swimming,KINE,1300,,SwimmingKINE1300
Swimming for Fitness,KINE,1310,,Swimming for FitnessKINE1310
Scuba Diving,KINE,1320,,Scuba DivingKINE1320
Advanced Scuba,KINE,1325,,Advanced ScubaKINE1325
Weight Training,KINE,1400,,Weight TrainingKINE1400
Yoga,KINE,1410,,YogaKINE1410
Climbing,KINE,1425,,ClimbingKINE1425
Cross Training and Conditioning,KINE,1430,,Cross Training and ConditioningKINE1430
Running for Fitness,KINE,1440,,Running for FitnessKINE1440
Women's Weight Training,KINE,1445,,Women's Weight TrainingKINE1445
Dance for Fitness,KINE,1720,,Dance for FitnessKINE1720
Ballroom Dancing,KINE,1725,,Ballroom DancingKINE1725
Hiking,KINE,1730,,HikingKINE1730
Latin/Salsa Dance,KINE,1735,,Latin/Salsa DanceKINE1735
Motor Development,KINE,2200,,Motor DevelopmentKINE2200
Introduction to Personal Training,KINE,2420,,Introduction to Personal TrainingKINE2420
Medical Terminology,KINE,2850,,Medical TerminologyKINE2850
Nutrition,KINE,3400,,NutritionKINE3400
Contemporary Health Issues,KINE,3420,,Contemporary Health IssuesKINE3420
Exercise and Nutrition Medicine,KINE,3450,,Exercise and Nutrition MedicineKINE3450
Service Learning in Sports Medicine Athletic Training,KINE,3615,,Service Learning in Sports Medicine Athletic TrainingKINE3615
Biomechanics/Motor Control of Human Movement,KINE,3620,,Biomechanics/Motor Control of Human MovementKINE3620
Emergency Medical Care,KINE,3630,,Emergency Medical CareKINE3630
Neuroscience of Exercise,KINE,3660,,Neuroscience of ExerciseKINE3660
Practicum in Kinesiology,KINE,4000,,Practicum in KinesiologyKINE4000
Nutrition and Athletic Performance,KINE,4400,,Nutrition and Athletic PerformanceKINE4400
Health and Wellbeing Capstone Seminar,KINE,4420,,Health and Wellbeing Capstone SeminarKINE4420
Clinical Ex Phys: Theoretical & Applied Basis for Ex Testing & Prescription,KINE,4430,,Clinical Ex Phys: Theoretical & Applied Basis for Ex Testing & PrescriptionKINE4430
Athletic Injuries,KINE,4600,,Athletic InjuriesKINE4600
Athletic Injuries Lab,KINE,4601,,Athletic Injuries LabKINE4601
Independent Study,KINE,4993,,Independent StudyKINE4993
Kinesiology for Children Severe Disabilities,KINE,5250,,Kinesiology for Children Severe DisabilitiesKINE5250
Adapted Physical Education: Physically and Sensory Impaired,KINE,5260,,Adapted Physical Education: Physically and Sensory ImpairedKINE5260
Seminar in Adapted Physical Education,KINE,5280,,Seminar in Adapted Physical EducationKINE5280
Human Circulatory Physiology: Regulation/Adaptation,KINE,5432,,Human Circulatory Physiology: Regulation/AdaptationKINE5432
Exercise Physiology Laboratory,KINE,5440,,Exercise Physiology LaboratoryKINE5440
"Clinical Exercise Testing, Evaluation and Prescription",KINE,5460,,"Clinical Exercise Testing, Evaluation and PrescriptionKINE5460"
Metabolic Adaptations to Exercise,KINE,5470,,Metabolic Adaptations to ExerciseKINE5470
Seminar in Exercise Physiology,KINE,5475,,Seminar in Exercise PhysiologyKINE5475
Assessment and Intervention of Injury II,KINE,5740,,Assessment and Intervention of Injury IIKINE5740
"Assessment and Intervention of Concussion, Head and Cervical Spine",KINE,5750,,"Assessment and Intervention of Concussion, Head and Cervical SpineKINE5750"
Princples of Strength and Conditioning,KINE,5760,,Princples of Strength and ConditioningKINE5760
Clinical Practicum III,KINE,5765,,Clinical Practicum IIIKINE5765
Practicum,KINE,5980,,PracticumKINE5980
Independent Study,KINE,5993,,Independent StudyKINE5993
Changing Behavior to Improve Diet and Physical Activity,KINE,6400,,Changing Behavior to Improve Diet and Physical ActivityKINE6400
Human Performance in Sports Medicine,KINE,6730,,Human Performance in Sports MedicineKINE6730
Athletic Training Seminar,KINE,6740,,Athletic Training SeminarKINE6740
Clinical Practicum IV,KINE,6755,,Clinical Practicum IVKINE6755
Principles and Practice of Cardiopulmonary Rehabilitation,KINE,7410,,Principles and Practice of Cardiopulmonary RehabilitationKINE7410
Readings in Sports Medicine Research,KINE,8630,,Readings in Sports Medicine ResearchKINE8630
Practicum,KINE,8980,,PracticumKINE8980
Master's Research Internship,KINE,8998,,Master's Research InternshipKINE8998
Master's Thesis,KINE,8999,,Master's ThesisKINE8999
Internship in College Teaching or Supervision,KINE,9740,,Internship in College Teaching or SupervisionKINE9740
Independent Study,KINE,9993,,Independent StudyKINE9993
Doctoral Research Apprenticeship,KINE,9998,,Doctoral Research ApprenticeshipKINE9998
Doctoral Dissertation,KINE,9999,,Doctoral DissertationKINE9999
Elementary Korean II,KOR,1020,,Elementary Korean IIKOR1020
Intermediate Korean II,KOR,2020,,Intermediate Korean IIKOR2020
New Course in Korean,KOR,2559,Accelerated Intermediate Korean,New Course in KoreanKOR2559Accelerated Intermediate Korean
Language House Conversation,KOR,3015,,Language House ConversationKOR3015
Advanced Korean II,KOR,3020,,Advanced Korean IIKOR3020
Advanced Readings in Modern Korean II,KOR,4020,,Advanced Readings in Modern Korean IIKOR4020
Green Cities/Green Sites,LAR,5280,,Green Cities/Green SitesLAR5280
Healthy Cities,LAR,5452,,Healthy CitiesLAR5452
Advanced Independent Research,LAR,5993,,Advanced Independent ResearchLAR5993
Foundation Studio II,LAR,6020,,Foundation Studio IILAR6020
Adv History of Landscape Design II,LAR,6120,,Adv History of Landscape Design IILAR6120
EcoTech II,LAR,6220,,EcoTech IILAR6220
Foundation IV,LAR,7020,,Foundation IVLAR7020
EcoTech IV,LAR,7214,,EcoTech IVLAR7214
Special Topics in Landscape Architecture,LAR,7500,Digital Landscape Studies,Special Topics in Landscape ArchitectureLAR7500Digital Landscape Studies
Special Topics in Landscape Architecture,LAR,7500,Field Guide to Designed Habitats,Special Topics in Landscape ArchitectureLAR7500Field Guide to Designed Habitats
Gaming Landscape Representation: Imaging the Green New Deal,LAR,7750,,Gaming Landscape Representation: Imaging the Green New DealLAR7750
Independent Study,LAR,7993,,Independent StudyLAR7993
Design Research Methods,LAR,8102,,Design Research MethodsLAR8102
Professional Practice,LAR,8320,,Professional PracticeLAR8320
Teaching Experience,LAR,8800,,Teaching ExperienceLAR8800
Skills of Scholarship,LASE,3111,,Skills of ScholarshipLASE3111
Humans of Capitalism,LASE,3200,,Humans of CapitalismLASE3200
Writing and the World of Work,LASE,3400,,Writing and the World of WorkLASE3400
New Course in the Liberal Arts,LASE,3559,Books Behind Bars: Life-Literature-Leadership,New Course in the Liberal ArtsLASE3559Books Behind Bars: Life-Literature-Leadership
New Course in the Liberal Arts,LASE,4559,,New Course in the Liberal ArtsLASE4559
Latin American Interdisciplinary Seminar,LAST,2050,,Latin American Interdisciplinary SeminarLAST2050
"Majors Thesis, Independent Studies",LAST,4999,,"Majors Thesis, Independent StudiesLAST4999"
Elementary Latin II,LATI,1020,,Elementary Latin IILATI1020
Fundamentals of Latin (Intensive),LATI,1030,,Fundamentals of Latin (Intensive)LATI1030
Intermediate Latin I,LATI,2010,,Intermediate Latin ILATI2010
Intermediate Latin II,LATI,2020,,Intermediate Latin IILATI2020
Cicero,LATI,3030,,CiceroLATI3030
New Course in Latin,LATI,3559,Catullus and Martial,New Course in LatinLATI3559Catullus and Martial
New Course in Latin,LATI,3559,Petronius,New Course in LatinLATI3559Petronius
New Course in Latin,LATI,4559,Latin Love Elegy,New Course in LatinLATI4559Latin Love Elegy
Independent Study,LATI,4993,,Independent StudyLATI4993
Latin Distinguished Majors Thesis Writing,LATI,4999,,Latin Distinguished Majors Thesis WritingLATI4999
New Course in Latin,LATI,5559,Age of Augustus,New Course in LatinLATI5559Age of Augustus
New Course in Latin,LATI,5559,Lucan,New Course in LatinLATI5559Lucan
Independent Study,LATI,5993,,Independent StudyLATI5993
"Non-Topical Research, Preparation for Research",LATI,8998,,"Non-Topical Research, Preparation for ResearchLATI8998"
"Non-Topical Research, Preparation for Doctoral Research",LATI,9998,,"Non-Topical Research, Preparation for Doctoral ResearchLATI9998"
Non-Topical Research,LATI,9999,,Non-Topical ResearchLATI9999
Constitutional Law,LAW,6001,,Constitutional LawLAW6001
Legal Research and Writing II (YR),LAW,6005,,Legal Research and Writing II (YR)LAW6005
Property,LAW,6006,,PropertyLAW6006
Accounting: Understanding and Analyzing Financial Statements,LAW,6100,,Accounting: Understanding and Analyzing Financial StatementsLAW6100
Corporate Finance,LAW,6101,,Corporate FinanceLAW6101
Administrative Law,LAW,6102,,Administrative LawLAW6102
Corporations,LAW,6103,,CorporationsLAW6103
Evidence,LAW,6104,,EvidenceLAW6104
Federal Courts,LAW,6105,,Federal CourtsLAW6105
Federal Income Tax,LAW,6106,,Federal Income TaxLAW6106
International Law,LAW,6107,,International LawLAW6107
Corporations (Law & Business),LAW,6109,,Corporations (Law & Business)LAW6109
Environmental Law,LAW,6112,,Environmental LawLAW6112
Antitrust,LAW,7005,,AntitrustLAW7005
Bankruptcy,LAW,7007,,BankruptcyLAW7007
Criminal Procedure Survey,LAW,7009,,Criminal Procedure SurveyLAW7009
Comparative Constitutional Law,LAW,7011,,Comparative Constitutional LawLAW7011
Conflict of Laws,LAW,7014,,Conflict of LawsLAW7014
Criminal Investigation,LAW,7019,,Criminal InvestigationLAW7019
Employment Discrimination,LAW,7022,,Employment DiscriminationLAW7022
"Employment Law: Contracts, Torts, and Statutes",LAW,7023,,"Employment Law: Contracts, Torts, and StatutesLAW7023"
Family Law,LAW,7030,,Family LawLAW7030
Topics in Health Care Reform,LAW,7039,,Topics in Health Care ReformLAW7039
"Race, Education, and Opportunity",LAW,7045,,"Race, Education, and OpportunityLAW7045"
International Human Rights Law,LAW,7055,,International Human Rights LawLAW7055
